,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Srednekolymsk,RU,2021-07-26 01:59:50,67.45,153.6833,57.38,39,63,15.37
298,Andra,RU,2021-07-26 02:05:30,62.5147,65.8878,52.32,68,10,4.05
299,Linhares,BR,2021-07-26 02:04:10,-19.3911,-40.0722,63.43,80,23,1.12
300,Salou,ES,2021-07-26 02:05:30,41.0766,1.1416,77.29,69,0,1.01
301,Russell,US,2021-07-26 02:05:31,32.3502,-85.1999,82.8,90,20,0.0
302,Grindavik,IS,2021-07-26 02:05:31,63.8424,-22.4338,48.56,100,75,19.57
303,Vokhtoga,RU,2021-07-26 02:05:31,58.8147,41.0461,57.74,69,86,5.41
304,Newark,US,2021-07-26 02:04:48,40.7357,-74.1724,81.18,80,1,6.91
305,Safaga,EG,2021-07-26 02:05:32,26.7292,33.9365,85.44,49,0,1.43
306,Naze,JP,2021-07-26 02:05:32,28.3667,129.4833,76.87,90,100,17.16
307,Maumere,ID,2021-07-26 02:05:33,-8.6199,122.2111,81.79,58,44,3.02
308,Tateyama,JP,2021-07-26 02:01:55,34.9833,139.8667,90.14,65,26,14.2
309,Taoudenni,ML,2021-07-26 02:05:33,22.6783,-3.9836,97.7,7,0,7.07
310,Kiboga,UG,2021-07-26 02:05:34,0.9161,31.7742,59.76,76,42,3.56
311,Palu,ID,2021-07-26 02:05:34,-0.8917,119.8707,88.07,56,26,1.43
312,Bonavista,CA,2021-07-26 01:59:35,48.6499,-53.1147,56.12,93,6,10.8
313,Domoni,KM,2021-07-26 02:05:34,-12.2569,44.5319,75.07,70,92,13.02
314,Bayangol,RU,2021-07-26 02:05:35,50.6977,103.4656,67.57,52,15,3.33
315,Dingle,PH,2021-07-26 01:58:30,10.9995,122.6711,86.67,67,95,15.97
316,Saint-Augustin,CA,2021-07-26 02:05:35,51.226,-58.6502,59.38,68,72,8.72
317,Manzhouli,CN,2021-07-26 02:05:35,49.6,117.4333,68.94,63,39,7.92
318,Coquimbo,CL,2021-07-26 01:59:12,-29.9533,-71.3436,55.13,82,20,4.61
319,Along,IN,2021-07-26 02:05:36,28.1667,94.7667,78.1,98,100,0.45
320,Saint-Francois,FR,2021-07-26 02:00:00,46.4154,3.9054,66.18,88,0,2.3
321,Tuy Hoa,VN,2021-07-26 02:00:54,13.0833,109.3,88.83,52,59,19.46
322,Lensk,RU,2021-07-26 02:05:36,60.7253,114.9278,84.02,37,7,2.51
323,Omsukchan,RU,2021-07-26 01:59:28,62.5333,155.8,54.0,97,100,4.07
324,Wageningen,NL,2021-07-26 02:05:37,51.9667,5.6667,64.26,92,20,3.44
325,Sfantu Gheorghe,RO,2021-07-26 02:01:41,45.8667,25.7833,63.27,80,5,1.01
326,Skjervoy,NO,2021-07-26 02:01:35,70.0311,20.9714,50.97,97,100,0.83
327,Te Anau,NZ,2021-07-26 02:00:23,-45.4167,167.7167,46.8,92,100,1.59
328,Lachute,CA,2021-07-26 02:05:38,45.6501,-74.3325,74.46,85,96,2.89
329,Yagodnoye,RU,2021-07-26 02:05:38,62.55,149.6667,49.82,94,100,8.23
330,Kiama,AU,2021-07-26 02:05:38,-34.6833,150.8667,64.58,54,47,11.99
331,Kruisfontein,ZA,2021-07-26 01:58:50,-34.0033,24.7314,54.59,34,100,11.59
332,Buraydah,SA,2021-07-26 01:57:48,26.326,43.975,91.85,20,25,6.11
333,Talcahuano,CL,2021-07-26 02:05:15,-36.7167,-73.1167,47.88,93,40,11.5
334,Tezu,IN,2021-07-26 02:02:04,27.9167,96.1667,80.13,97,100,0.4
335,Aksu,CN,2021-07-26 02:03:11,41.1231,80.2644,89.6,17,0,4.21
336,Brae,GB,2021-07-26 01:59:29,60.3964,-1.353,55.31,93,11,4.99
337,Koulamoutou,GA,2021-07-26 02:05:39,-1.1303,12.4736,70.9,94,91,1.32
338,Waingapu,ID,2021-07-26 02:05:40,-9.6567,120.2641,83.1,53,19,8.93
339,Sola,VU,2021-07-26 02:01:15,-13.8833,167.55,80.33,78,18,10.76
340,Buala,SB,2021-07-26 02:05:40,-8.145,159.5921,83.97,74,23,8.46
341,Mlonggo,ID,2021-07-26 02:05:41,-6.5333,110.7,82.29,52,1,3.06
342,Thinadhoo,MV,2021-07-26 01:59:22,0.5333,72.9333,81.99,69,97,2.71
343,Sakakah,SA,2021-07-26 02:00:22,29.9697,40.2064,91.47,22,10,4.34
344,Meulaboh,ID,2021-07-26 02:05:41,4.1363,96.1285,81.18,76,86,2.75
345,Zabid,YE,2021-07-26 02:05:41,14.1951,43.3152,82.65,68,100,2.82
346,Maniitsoq,GL,2021-07-26 02:01:05,65.4167,-52.9,46.36,75,100,10.13
347,Pevek,RU,2021-07-26 01:58:18,69.7008,170.3133,35.94,88,79,10.11
348,Lubango,AO,2021-07-26 02:05:42,-14.9172,13.4925,52.56,45,0,4.34
349,Dumesti,RO,2021-07-26 02:05:42,47.1833,27.35,65.52,74,4,4.85
350,Rundu,NA,2021-07-26 01:59:47,-17.9333,19.7667,47.5,56,0,7.18
351,Camargo,MX,2021-07-26 02:05:43,27.6667,-105.1667,89.35,21,87,6.44
352,Tucuman,AR,2021-07-26 02:04:03,-26.8241,-65.2226,51.8,76,0,2.3
353,San Policarpo,PH,2021-07-26 02:05:43,12.1791,125.5072,88.99,58,100,10.04
354,Mezen,RU,2021-07-26 01:58:39,65.8522,44.24,48.99,76,100,8.79
355,Westport,US,2021-07-26 01:56:43,41.1415,-73.3579,77.77,92,0,1.99
356,Bogdanovich,RU,2021-07-26 02:05:44,56.7803,62.0494,53.89,61,10,8.14
357,Pangody,RU,2021-07-26 02:05:44,65.85,74.4859,52.18,68,99,10.0
358,Rio Gallegos,AR,2021-07-26 01:55:55,-51.6226,-69.2181,33.85,80,0,19.57
359,Aklavik,CA,2021-07-26 01:59:49,68.2191,-135.0107,56.23,80,100,12.86
360,Muros,ES,2021-07-26 02:00:55,42.7762,-9.0603,64.83,91,26,6.06
361,Zhangjiakou,CN,2021-07-26 02:05:45,40.81,114.8794,75.74,78,100,8.14
362,Zaria,NG,2021-07-26 02:05:45,11.1113,7.7227,68.81,96,100,9.57
363,Kharela,IN,2021-07-26 02:05:46,25.55,79.8167,81.16,82,100,9.46
364,Hovd,MN,2021-07-26 02:05:46,48.0056,91.6419,68.92,48,23,3.85
365,Sobolevo,RU,2021-07-26 01:59:34,54.4299,31.8996,61.41,75,55,4.45
366,Kazachka,RU,2021-07-26 02:05:46,53.3644,38.0694,63.19,57,100,1.1
367,Wenatchee,US,2021-07-26 02:05:47,47.4235,-120.3103,97.2,18,1,1.99
368,Ostersund,SE,2021-07-26 02:00:13,63.1792,14.6357,63.05,77,90,2.3
369,Rawson,AR,2021-07-26 01:57:46,-43.3002,-65.1023,43.16,50,0,12.8
370,Stornoway,GB,2021-07-26 02:05:47,58.2093,-6.3865,55.92,94,90,6.91
371,Mocuba,MZ,2021-07-26 02:05:48,-16.8392,36.9856,56.05,97,3,4.34
372,Champerico,GT,2021-07-26 02:05:48,14.3,-91.9167,83.35,73,96,4.07
373,Padang,ID,2021-07-26 02:00:07,-0.9492,100.3543,84.25,68,16,0.74
374,Faya,SA,2021-07-26 02:00:58,18.3851,42.4509,65.84,70,91,4.38
375,Axim,GH,2021-07-26 02:01:01,4.8699,-2.2405,74.61,78,8,8.05
376,Bambanglipuro,ID,2021-07-26 02:05:49,-7.95,110.2833,78.94,66,7,2.62
377,Kyaikto,MM,2021-07-26 02:05:49,17.3,97.0167,79.52,86,99,5.17
378,Ilek,RU,2021-07-26 02:05:49,51.5271,53.3831,58.98,43,0,6.31
379,Coihaique,CL,2021-07-26 01:58:18,-45.5752,-72.0662,31.95,80,0,3.44
380,Macae,BR,2021-07-26 02:05:50,-22.3708,-41.7869,63.43,82,0,10.4
381,Aracaju,BR,2021-07-26 02:04:48,-10.9111,-37.0717,75.15,83,90,9.22
382,Bull Savanna,JM,2021-07-26 02:05:50,17.8868,-77.5902,76.69,85,54,5.44
383,Aksha,RU,2021-07-26 02:05:51,50.2814,113.2867,64.04,68,88,7.07
384,Koani,TZ,2021-07-26 02:05:51,-6.1333,39.2833,70.56,77,49,9.89
385,Abnub,EG,2021-07-26 02:05:51,27.2696,31.1511,78.93,54,0,9.95
386,Takoradi,GH,2021-07-26 02:00:55,4.8845,-1.7554,73.99,81,90,9.04
387,Pau Dos Ferros,BR,2021-07-26 02:05:52,-6.1125,-38.2063,77.07,62,63,9.62
388,Ribeira Grande,PT,2021-07-26 01:58:22,38.5167,-28.7,70.23,84,5,15.23
389,Fort Nelson,CA,2021-07-26 02:05:52,58.8053,-122.7002,71.24,41,20,1.28
390,Wellington,NZ,2021-07-26 02:05:53,-41.2866,174.7756,56.07,82,90,4.0
391,Shimoda,JP,2021-07-26 02:05:53,34.6667,138.95,86.11,73,38,9.06
392,Weihe,CN,2021-07-26 02:01:02,32.9952,105.3247,69.71,91,100,6.22
393,Huruta,ET,2021-07-26 02:05:53,8.15,39.35,57.04,89,100,7.07
394,Ilhabela,BR,2021-07-26 02:05:54,-23.7781,-45.3581,66.45,54,0,4.05
395,Strelka,RU,2021-07-26 02:05:54,58.0728,93.0344,76.96,50,43,8.61
396,Vilhena,BR,2021-07-26 02:01:43,-12.7406,-60.1458,71.17,51,36,1.66
397,Tilichiki,RU,2021-07-26 01:59:58,60.4667,166.1,57.07,88,100,8.48
398,Lowicz,PL,2021-07-26 02:05:55,52.1071,19.9453,70.25,81,95,10.07
399,Sterling,US,2021-07-26 02:05:07,39.0062,-77.4286,83.61,76,20,3.0
400,Ponta Do Sol,PT,2021-07-26 01:58:42,32.6667,-17.1,75.0,81,3,2.21
401,Sangar,RU,2021-07-26 02:05:55,63.9242,127.4739,78.89,38,8,10.87
402,Davidson,US,2021-07-26 02:05:55,36.1501,-86.7833,80.2,86,75,4.0
403,Benjamin Hill,MX,2021-07-26 02:05:56,30.1667,-111.1,86.18,44,16,2.73
404,Gat,IL,2021-07-26 02:05:56,31.61,34.7642,79.48,84,18,3.62
405,Launceston,AU,2021-07-26 01:57:48,-41.45,147.1667,52.81,94,90,1.99
406,Show Low,US,2021-07-26 02:05:57,34.2542,-110.0298,68.68,76,75,9.22
407,Ambilobe,MG,2021-07-26 02:05:57,-13.2,49.05,59.36,82,29,3.67
408,Dabhoi,IN,2021-07-26 02:05:57,22.1833,73.4333,78.73,93,100,7.25
409,Dar Es Salaam,TZ,2021-07-26 02:02:04,-6.8235,39.2695,67.91,82,35,9.22
410,Karratha,AU,2021-07-26 01:56:09,-20.7377,116.8463,77.04,36,78,2.06
411,Maragogi,BR,2021-07-26 02:05:58,-9.0122,-35.2225,73.54,87,18,11.16
412,Paredon,MX,2021-07-26 02:05:58,16.0333,-93.8667,81.91,78,29,4.54
413,Lazaro Cardenas,MX,2021-07-26 02:00:03,17.9583,-102.2,81.72,83,94,5.17
414,Malindi,KE,2021-07-26 02:05:59,-3.2175,40.1191,75.15,75,51,21.52
415,Chapais,CA,2021-07-26 02:00:00,49.7834,-74.8492,53.38,90,73,4.5
416,El Ejido,ES,2021-07-26 02:05:59,36.7763,-2.8146,77.09,63,2,3.06
417,Barreirinha,BR,2021-07-26 02:06:00,-2.7933,-57.07,75.52,63,33,3.36
418,Bathsheba,BB,2021-07-26 01:57:12,13.2167,-59.5167,79.41,89,75,13.8
419,Aswan,EG,2021-07-26 02:06:00,24.0934,32.907,83.46,25,0,8.79
420,Key West,US,2021-07-26 02:05:25,24.5557,-81.7826,86.0,72,20,5.75
421,Corpus Christi,US,2021-07-26 02:05:04,27.8006,-97.3964,84.43,82,20,4.0
422,Ulladulla,AU,2021-07-26 02:06:01,-35.35,150.4667,61.88,54,75,14.43
423,Goma,CD,2021-07-26 02:06:01,-1.6792,29.2228,63.73,70,99,3.31
424,Guerrero Negro,MX,2021-07-26 02:06:01,27.9769,-114.0611,70.02,77,1,16.4
425,Lar,IN,2021-07-26 02:06:02,26.2039,83.9717,86.54,70,88,8.88
426,Balkanabat,TM,2021-07-26 02:06:02,39.5108,54.3671,81.81,74,0,4.43
427,Olafsvik,IS,2021-07-26 02:06:03,64.8945,-23.7142,49.5,86,93,17.22
428,Avera,US,2021-07-26 02:06:03,33.194,-82.5271,82.71,71,71,5.28
429,Mogadouro,PT,2021-07-26 02:06:03,41.3403,-6.7119,58.78,83,0,3.13
430,Saint Anthony,US,2021-07-26 01:56:14,45.0205,-93.218,84.92,45,20,1.01
431,Carutapera,BR,2021-07-26 02:02:40,-1.195,-46.02,75.83,87,13,4.99
432,Bani Walid,LY,2021-07-26 02:06:04,31.7566,13.9942,71.56,69,0,4.41
433,Yankton,US,2021-07-26 02:02:02,42.8711,-97.3973,85.12,57,1,5.75
434,Juneau,US,2021-07-26 02:06:04,58.3019,-134.4197,60.85,84,75,5.75
435,Salinas,US,2021-07-26 02:06:05,36.6777,-121.6555,81.39,77,90,14.97
436,Columbia,US,2021-07-26 02:04:56,34.0007,-81.0348,80.47,73,1,0.0
437,Gavle,SE,2021-07-26 02:06:05,60.6745,17.1417,57.99,75,55,4.85
438,Camacha,PT,2021-07-26 01:59:53,33.0833,-16.3333,71.53,88,75,9.22
439,Codrington,AU,2021-07-26 01:59:23,-38.2667,141.9667,57.09,85,98,18.66
440,Nicoya,CR,2021-07-26 02:06:06,10.1483,-85.452,76.55,88,100,2.82
441,Piacabucu,BR,2021-07-26 02:02:42,-10.4056,-36.4344,72.72,89,71,9.82
442,Riyadh,SA,2021-07-26 01:57:32,24.6877,46.7219,87.94,19,3,7.38
443,Virtsu,EE,2021-07-26 02:06:06,58.5716,23.5115,57.18,92,44,6.58
444,Itarema,BR,2021-07-26 01:55:01,-2.9248,-39.9167,77.72,82,6,16.22
445,Chissamba,AO,2021-07-26 02:06:07,-12.1667,17.3333,51.87,57,6,4.36
446,Sena Madureira,BR,2021-07-26 02:06:07,-9.0656,-68.6569,75.38,70,62,2.77
447,Nueva Loja,EC,2021-07-26 02:06:08,0.0847,-76.8828,69.06,91,100,0.87
448,Klyuchi,RU,2021-07-26 02:06:08,52.2667,79.1667,75.36,58,0,12.12
449,Bibiani,GH,2021-07-26 02:06:08,6.4635,-2.3194,65.8,99,24,2.17
450,Narasannapeta,IN,2021-07-26 02:06:09,18.4167,84.05,85.8,67,97,5.93
451,Catuday,PH,2021-07-26 02:06:09,16.2923,119.8062,82.51,83,100,19.44
452,Lae,PG,2021-07-26 02:06:09,-6.7221,146.9847,78.33,88,100,8.19
453,Areosa,PT,2021-07-26 02:01:18,41.7178,-8.8571,65.32,91,2,8.48
454,Novo Aripuana,BR,2021-07-26 02:06:10,-5.1206,-60.3797,76.71,60,87,2.37
455,Havre-Saint-Pierre,CA,2021-07-26 01:59:19,50.2334,-63.5986,62.96,77,1,11.5
456,Paris,FR,2021-07-26 02:03:22,48.8534,2.3488,64.26,92,0,1.01
457,Zhuzhou,CN,2021-07-26 02:05:08,27.8333,113.15,88.88,59,11,8.55
458,Salamiyah,SY,2021-07-26 02:06:11,35.0113,37.0532,74.95,68,0,4.03
459,San Andres,CO,2021-07-26 02:05:11,12.5847,-81.7006,82.42,83,75,11.5
460,Finschhafen,PG,2021-07-26 02:06:11,-6.6024,147.8681,78.51,89,100,9.35
461,Botro,CI,2021-07-26 02:06:11,7.8525,-5.3106,71.26,90,57,4.74
462,Bilma,NE,2021-07-26 01:59:14,18.6853,12.9164,88.59,42,99,12.44
463,Witu,KE,2021-07-26 02:06:12,-2.3889,40.4382,77.16,74,76,17.81
464,Namibe,AO,2021-07-26 02:01:19,-15.1961,12.1522,68.97,62,0,7.09
465,Santa Cruz De La Palma,ES,2021-07-26 02:06:12,28.6835,-17.7642,71.74,83,90,14.97
466,Bilibino,RU,2021-07-26 02:06:13,68.0546,166.4372,61.81,45,28,1.32
467,Alice Springs,AU,2021-07-26 02:05:51,-23.7,133.8833,74.21,21,6,11.99
468,Yei,SS,2021-07-26 02:06:13,4.095,30.6779,66.25,95,99,0.85
469,Millinocket,US,2021-07-26 02:06:14,45.6573,-68.7098,67.41,96,90,3.44
470,Brufut,GM,2021-07-26 02:06:14,13.3814,-16.7518,77.09,94,75,0.0
471,Peniche,PT,2021-07-26 02:06:14,39.3558,-9.3811,69.73,92,30,9.86
472,Aksarka,RU,2021-07-26 02:06:15,66.5606,67.7975,50.95,74,93,9.46
473,Port Hedland,AU,2021-07-26 02:00:34,-20.3167,118.5667,78.85,22,83,9.22
474,Sai Buri,TH,2021-07-26 02:06:15,6.7013,101.6168,83.35,70,100,4.14
475,Binzhou,CN,2021-07-26 02:06:15,37.3667,118.0167,92.26,53,5,9.24
476,Honningsvag,NO,2021-07-26 01:59:20,70.9821,25.9704,45.79,73,99,10.65
477,Veraval,IN,2021-07-26 02:06:16,20.9,70.3667,79.03,92,100,21.0
478,Youghal,IE,2021-07-26 02:06:17,51.95,-7.8506,64.02,91,15,9.08
479,Plainview,US,2021-07-26 02:06:17,40.7765,-73.4673,80.11,84,1,3.44
480,Slave Lake,CA,2021-07-26 02:03:51,55.2834,-114.769,65.44,53,95,3.91
481,Synya,RU,2021-07-26 02:02:19,65.3718,58.0387,45.3,93,98,3.71
482,Molango,MX,2021-07-26 02:06:17,20.7833,-98.7167,58.15,92,4,2.86
483,Sotouboua,TG,2021-07-26 02:06:18,8.5667,0.9833,68.92,91,92,3.42
484,Whitehorse,CA,2021-07-26 02:06:18,60.7161,-135.0538,66.31,37,100,4.0
485,Howell,US,2021-07-26 02:06:19,42.6073,-83.9294,76.17,79,1,4.61
486,Mpika,ZM,2021-07-26 02:06:19,-11.8343,31.4529,46.31,78,38,8.55
487,Surt,LY,2021-07-26 02:06:19,31.2089,16.5887,78.75,69,0,10.87
488,Lusambo,CD,2021-07-26 02:06:20,-4.9667,23.45,63.61,50,27,2.46
489,Nampa,US,2021-07-26 02:06:20,43.5407,-116.5635,95.65,25,1,5.75
490,The Valley,AI,2021-07-26 02:06:20,18.217,-63.0578,82.26,83,91,19.42
491,Chingirlau,KZ,2021-07-26 02:06:21,51.095,54.0814,59.85,49,0,6.29
492,Wukari,NG,2021-07-26 02:06:21,7.85,9.7833,70.97,88,100,6.17
493,Visnes,NO,2021-07-26 02:06:22,59.3556,5.2242,66.81,77,90,6.91
494,Harnosand,SE,2021-07-26 02:06:22,62.6323,17.9379,59.0,75,11,2.86
495,Shebunino,RU,2021-07-26 02:06:22,46.4339,141.8603,78.15,73,21,8.01
496,Norman Wells,CA,2021-07-26 01:59:31,65.282,-126.8329,71.64,56,75,13.8
497,Benalla,AU,2021-07-26 02:06:23,-36.55,145.9833,53.35,95,100,7.43
498,Agboville,CI,2021-07-26 02:06:23,5.928,-4.2132,70.23,98,19,2.75
499,Bellview,US,2021-07-26 02:06:24,30.4616,-87.315,85.75,77,1,0.0
500,Humberto De Campos,BR,2021-07-26 02:06:25,-2.5983,-43.4611,74.59,84,3,2.82
501,Goundam,ML,2021-07-26 02:06:25,16.4145,-3.6708,89.87,46,35,11.63
502,Pasinler,TR,2021-07-26 02:06:25,39.9803,41.6764,54.59,63,0,2.55
503,Chumikan,RU,2021-07-26 02:06:26,54.7183,135.315,74.44,59,43,5.7
504,Biak,ID,2021-07-26 02:00:12,-0.9131,122.8766,80.56,73,63,6.55
505,Aljezur,PT,2021-07-26 02:06:26,37.3191,-8.8033,65.77,94,76,9.4
506,Abu Samrah,SY,2021-07-26 02:06:27,35.3029,37.1841,77.36,58,0,5.1
507,Fonte Boa,BR,2021-07-26 02:06:27,-2.4959,-66.2662,76.77,80,100,2.08
508,Urumqi,CN,2021-07-26 01:58:36,43.801,87.6005,86.95,19,0,6.71
509,Ponnani,IN,2021-07-26 02:06:28,10.767,75.9252,72.72,91,99,6.73
510,Araras,BR,2021-07-26 02:04:06,-22.3569,-47.3842,52.65,46,0,4.23
511,Robertsport,LR,2021-07-26 02:06:28,6.7533,-11.3686,76.95,78,72,8.21
512,Fukue,JP,2021-07-26 02:06:29,32.6881,128.8419,80.53,77,100,14.99
513,Touros,BR,2021-07-26 01:59:03,-5.1989,-35.4608,74.3,89,0,9.78
514,Waterford,US,2021-07-26 02:01:50,42.7023,-83.4027,79.7,73,100,6.64
515,Vung Tau,VN,2021-07-26 02:06:29,10.346,107.0843,82.99,76,57,17.36
516,Miles City,US,2021-07-26 02:05:45,46.4083,-105.8406,94.17,16,1,8.05
517,Lata,PT,2021-07-26 02:00:02,40.1629,-8.3327,66.04,97,98,2.95
518,Havoysund,NO,2021-07-26 02:00:33,70.9963,24.6622,45.79,74,60,3.91
519,Porbandar,IN,2021-07-26 02:06:30,21.6422,69.6093,79.79,87,100,20.92
520,Constantine,DZ,2021-07-26 01:59:41,36.365,6.6147,85.41,26,40,2.3
521,Saint-Pierre,RE,2021-07-26 01:59:09,-21.3393,55.4781,65.84,63,0,9.22
522,Pine Bluff,US,2021-07-26 02:06:31,34.2284,-92.0032,84.13,70,20,0.0
523,Northam,GB,2021-07-26 02:03:28,51.0333,-4.2167,60.39,96,2,5.66
524,Vetluzhskiy,RU,2021-07-26 02:06:31,58.3902,45.4654,54.68,71,91,4.07
525,Atar,MR,2021-07-26 02:06:31,20.5169,-13.0499,86.0,33,99,5.28
526,Barcelona,ES,2021-07-26 02:02:21,41.3888,2.159,76.96,71,20,1.01
527,Ixtapa,MX,2021-07-26 02:03:10,20.7,-105.2,82.22,83,49,1.01
528,Kieta,PG,2021-07-26 01:59:42,-6.2167,155.6333,83.77,72,26,4.27
529,Smithers,CA,2021-07-26 02:02:04,54.7804,-127.1743,61.12,67,75,3.44
530,Nishihara,JP,2021-07-26 02:06:33,26.1842,127.7558,85.66,89,75,14.97
531,Los Llanos De Aridane,ES,2021-07-26 02:06:34,28.6585,-17.9182,67.75,94,90,14.97
532,Gloversville,US,2021-07-26 02:03:26,43.0528,-74.3438,70.56,92,1,5.01
533,Kovdor,RU,2021-07-26 02:06:46,67.5662,30.4758,49.77,83,95,6.49
534,Pemangkat,ID,2021-07-26 02:06:46,1.1667,108.9667,83.5,76,36,6.31
535,Hirara,JP,2021-07-26 02:06:47,24.8,125.2833,83.73,90,100,15.19
536,Albignasego,IT,2021-07-26 02:06:47,45.3475,11.8672,76.41,83,96,4.0
537,Plouzane,FR,2021-07-26 02:06:47,48.3833,-4.6167,62.78,97,90,5.75
538,Baykit,RU,2021-07-26 02:05:46,61.67,96.37,81.43,45,72,4.54
539,Palana,RU,2021-07-26 02:06:48,59.1167,159.9667,54.59,89,93,14.41
540,Kavaratti,IN,2021-07-26 02:01:11,10.5669,72.642,81.55,79,100,20.24
541,Hvide Sande,DK,2021-07-26 02:06:48,56.0045,8.1294,64.98,92,34,11.92
542,Dukat,RU,2021-07-26 02:06:48,62.55,155.55,54.5,97,100,2.15
543,Koulikoro,ML,2021-07-26 02:06:49,14.0,-7.75,80.51,70,70,9.55
544,Meadow Lake,US,2021-07-26 02:06:49,34.8014,-106.5436,79.3,51,100,9.78
545,Preobrazheniye,RU,2021-07-26 02:06:49,42.9019,133.9064,81.61,70,9,5.95
546,Mayumba,GA,2021-07-26 02:06:50,-3.432,10.6554,69.39,95,36,2.37
547,Lianzhou,CN,2021-07-26 02:06:50,24.7811,112.3825,89.29,66,18,2.08
548,Zhezkazgan,KZ,2021-07-26 02:06:50,47.8043,67.7144,73.22,40,0,17.29
549,Klaksvik,FO,2021-07-26 01:58:44,62.2266,-6.589,50.92,95,100,8.9
550,Dobryanka,RU,2021-07-26 02:06:51,58.4619,56.4165,51.66,71,100,4.14
551,Scarborough,GB,2021-07-26 02:06:51,54.2797,-0.4044,60.53,86,94,1.01
552,San Pedro,PH,2021-07-26 02:06:52,14.35,121.0167,88.32,68,100,19.44
553,Port Lincoln,AU,2021-07-26 01:55:55,-34.7333,135.8667,59.86,68,64,21.27
554,Luanda,AO,2021-07-26 01:58:28,-8.8368,13.2343,68.0,94,20,2.3
555,Broken Hill,AU,2021-07-26 01:57:58,-31.95,141.4333,56.91,54,0,12.66
556,Ilheus,BR,2021-07-26 02:06:52,-14.7889,-39.0494,67.01,90,49,3.38
557,Kinablangan,PH,2021-07-26 02:06:53,7.6947,126.5503,86.56,63,96,4.32
558,Hohhot,CN,2021-07-26 02:04:13,40.8106,111.6522,76.73,59,100,7.45
559,Quatre Cocos,MU,2021-07-26 01:58:21,-20.2078,57.7625,69.91,61,7,11.05
560,Carmen,MX,2021-07-26 02:05:51,18.6333,-91.8333,82.38,78,30,11.9
561,High River,CA,2021-07-26 02:06:53,50.5834,-113.8687,81.09,38,48,11.01
562,Formiga,BR,2021-07-26 02:06:54,-20.4644,-45.4264,56.59,47,0,3.58
563,Vaitape,PF,2021-07-26 02:06:54,-16.5167,-151.75,78.06,67,48,8.59
564,Sambava,MG,2021-07-26 02:06:54,-14.2667,50.1667,65.68,84,7,12.46
565,Tongchuan,CN,2021-07-26 02:06:55,35.0806,109.0897,75.81,76,100,2.01
566,Drovyanaya,RU,2021-07-26 02:06:55,51.5833,113.0333,65.71,78,87,3.33
567,Atbasar,KZ,2021-07-26 02:06:55,51.8,68.3333,61.63,72,2,12.71
568,Mae Chan,TH,2021-07-26 02:05:23,20.1467,99.8526,76.78,99,100,1.07
569,Malakal,SS,2021-07-26 02:00:57,9.5334,31.6605,67.82,96,100,6.17
570,Banjarmasin,ID,2021-07-26 02:06:56,-3.3244,114.591,84.34,60,1,4.47
571,Kantang,TH,2021-07-26 02:06:56,7.4054,99.5156,84.42,76,100,6.13
572,Qaqortoq,GL,2021-07-26 01:58:35,60.7167,-46.0333,46.51,70,100,1.72
573,Grand Gaube,MU,2021-07-26 01:58:33,-20.0064,57.6608,70.2,58,0,15.5
574,Gushikawa,JP,2021-07-26 02:06:57,26.3544,127.8686,85.59,86,40,12.66
575,Gornopravdinsk,RU,2021-07-26 02:06:57,60.05,69.9,52.66,64,98,8.55
576,Puerto Colombia,CO,2021-07-26 02:06:58,10.9878,-74.9547,78.89,79,100,2.3
577,Boralday,KZ,2021-07-26 02:06:58,43.3578,76.8594,84.06,32,0,0.0
578,Thurso,GB,2021-07-26 02:06:59,58.5927,-3.5259,57.45,96,43,8.61
579,Kununurra,AU,2021-07-26 02:06:59,-15.7667,128.7333,84.18,24,46,8.05
580,Oxelosund,SE,2021-07-26 02:06:59,58.6706,17.1015,58.51,94,0,3.44
