,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
299,Peniche,PT,2021-08-04 00:44:06,39.3558,-9.3811,68.72,92,100,9.46
300,Talnakh,RU,2021-08-04 00:36:35,69.4865,88.3972,70.65,58,0,7.4
301,Carnarvon,AU,2021-08-04 00:32:19,-24.8667,113.6333,51.87,42,0,12.66
302,Belen,TR,2021-08-04 00:44:06,36.4891,36.2233,74.03,89,0,17.27
303,Mahebourg,MU,2021-08-04 00:37:29,-20.4081,57.7,70.09,73,20,8.05
304,Nouadhibou,MR,2021-08-04 00:36:37,20.931,-17.0347,71.58,83,0,8.05
305,Santa Fe,AR,2021-08-04 00:43:42,-31.6333,-60.7,55.98,54,100,6.24
306,Lagoa,PT,2021-08-04 00:38:29,39.05,-27.9833,71.38,90,5,6.87
307,Kandava,LV,2021-08-04 00:44:07,57.0409,22.7747,50.05,82,25,3.31
308,Muzhi,RU,2021-08-04 00:44:08,65.3667,64.6667,62.78,74,71,4.09
309,Hay River,CA,2021-08-04 00:37:48,60.8156,-115.7999,60.78,77,90,14.97
310,Bagotville,AU,2021-08-04 00:44:08,-28.9833,153.4167,62.62,34,0,8.1
311,Williams Lake,CA,2021-08-04 00:37:55,52.1415,-122.1445,90.97,13,75,6.91
312,Lakhna,IN,2021-08-04 00:44:09,26.65,79.15,78.89,83,100,12.88
313,Port Macquarie,AU,2021-08-04 00:38:41,-31.4333,152.9167,62.89,39,1,15.05
314,Tilichiki,RU,2021-08-04 00:44:09,60.4667,166.1,48.2,57,93,8.19
315,Quatre Cocos,MU,2021-08-04 00:44:10,-20.2078,57.7625,69.91,69,6,11.27
316,Palmer,US,2021-08-04 00:34:01,42.1584,-72.3287,69.17,75,75,3.44
317,Ola,RU,2021-08-04 00:44:10,59.5833,151.2833,59.92,47,18,5.73
318,Cherskiy,RU,2021-08-04 00:33:12,68.75,161.3,43.03,78,99,11.83
319,Mandalgovi,MN,2021-08-04 00:44:11,45.7625,106.2708,56.1,67,96,24.23
320,Lorengau,PG,2021-08-04 00:35:50,-2.0226,147.2712,85.37,69,19,6.42
321,Waipawa,NZ,2021-08-04 00:37:13,-41.4122,175.5153,49.46,62,5,12.62
322,Marabba,SD,2021-08-04 00:44:11,12.35,32.1833,76.23,81,75,9.75
323,Iracoubo,GF,2021-08-04 00:44:12,5.4802,-53.2011,77.54,83,7,6.98
324,Trairi,BR,2021-08-04 00:41:48,-3.2778,-39.2689,79.05,78,100,8.1
325,Bambous Virieux,MU,2021-08-04 00:35:44,-20.3428,57.7575,70.05,73,20,8.05
326,Abakaliki,NG,2021-08-04 00:44:12,6.3163,8.1169,73.89,94,100,5.99
327,Alappuzha,IN,2021-08-04 00:44:13,9.49,76.3264,77.95,82,27,7.52
328,Marfino,RU,2021-08-04 00:44:13,55.7028,37.3822,61.09,84,0,4.47
329,Aykhal,RU,2021-08-04 00:35:52,66.0,111.5,68.54,46,100,14.99
330,Aksu,CN,2021-08-04 00:44:13,41.1231,80.2644,76.66,34,100,1.92
331,Shenjiamen,CN,2021-08-04 00:44:14,29.9576,122.298,80.64,90,100,17.69
332,Stromness,GB,2021-08-04 00:44:14,58.965,-3.296,51.76,82,100,3.22
333,Santa Cruz Del Norte,CU,2021-08-04 00:40:37,23.1539,-81.9236,81.21,77,100,10.69
334,Bone,DE,2021-08-04 00:44:15,51.9669,12.1396,61.83,91,43,2.35
335,Rock Sound,BS,2021-08-04 00:44:15,24.9,-76.2,82.83,74,100,12.8
336,Baghdad,IQ,2021-08-04 00:33:24,33.3406,44.4009,89.51,33,6,4.61
337,Maravilha,BR,2021-08-04 00:44:16,-26.7608,-53.1725,48.56,70,99,1.97
338,Zihuatanejo,MX,2021-08-04 00:44:16,17.6333,-101.55,83.66,78,34,3.87
339,Berlevag,NO,2021-08-04 00:38:30,70.8578,29.0864,45.61,89,100,25.61
340,Brownsville,US,2021-08-04 00:40:16,25.9018,-97.4975,89.55,65,1,4.0
341,Bathsheba,BB,2021-08-04 00:36:05,13.2167,-59.5167,81.21,78,20,11.5
342,Isangel,VU,2021-08-04 00:44:17,-19.55,169.2667,75.31,69,40,2.3
343,Tiarei,PF,2021-08-04 00:44:17,-17.5333,-149.3333,84.22,77,18,11.36
344,Andenes,NO,2021-08-04 00:38:05,69.3143,16.1194,48.18,87,90,4.61
345,Tuatapere,NZ,2021-08-04 00:35:57,-46.1333,167.6833,44.82,64,100,3.47
346,Myrtle Beach,US,2021-08-04 00:41:06,33.6891,-78.8867,75.25,95,75,4.61
347,Saint-Joseph,RE,2021-08-04 00:44:18,-21.3667,55.6167,62.98,87,96,15.14
348,Jumla,NP,2021-08-04 00:44:18,29.2747,82.1838,64.8,89,100,0.56
349,Clovis,US,2021-08-04 00:44:19,36.8252,-119.7029,108.68,16,20,3.0
350,Weatherford,US,2021-08-04 00:43:23,32.7593,-97.7972,88.65,57,21,1.01
351,Levelland,US,2021-08-04 00:44:19,33.5873,-102.378,81.45,31,3,7.85
352,Otane,NZ,2021-08-04 00:44:20,-39.8833,176.6333,52.39,46,6,12.19
353,Fairbanks,US,2021-08-04 00:35:13,64.8378,-147.7164,84.6,50,90,5.75
354,Los Llanos De Aridane,ES,2021-08-04 00:37:09,28.6585,-17.9182,67.75,91,75,18.41
355,Eureka,US,2021-08-04 00:40:05,40.8021,-124.1637,65.12,76,96,1.99
356,Sangar,RU,2021-08-04 00:37:39,63.9242,127.4739,71.4,47,0,4.54
357,Manacapuru,BR,2021-08-04 00:44:21,-3.2997,-60.6206,79.38,76,98,4.16
358,Bellevue,US,2021-08-04 00:40:05,47.6104,-122.2007,88.21,48,40,3.0
359,Kangaatsiaq,GL,2021-08-04 00:44:21,68.3065,-53.4641,43.12,94,90,7.52
360,Tommot,RU,2021-08-04 00:44:22,58.9564,126.2925,68.88,80,96,1.5
361,Padang,ID,2021-08-04 00:36:58,-0.9492,100.3543,79.34,83,64,2.95
362,Lebu,CL,2021-08-04 00:35:42,-37.6167,-73.65,50.52,91,11,9.71
363,Hawalli,KW,2021-08-04 00:44:22,29.2833,47.9972,101.57,30,0,1.01
364,Lefka,CY,2021-08-04 00:44:23,35.1106,32.8506,82.35,39,0,3.56
365,Ryotsu,JP,2021-08-04 00:44:23,38.0833,138.4333,91.36,69,13,2.3
366,Vestmannaeyjar,IS,2021-08-04 00:44:23,63.4427,-20.2734,53.74,93,100,8.46
367,Manadhoo,MV,2021-08-04 00:44:24,5.7667,73.3833,81.5,78,100,7.4
368,Ketchikan,US,2021-08-04 00:35:19,55.3422,-131.6461,61.27,94,90,11.5
369,Bandarbeyla,SO,2021-08-04 00:44:24,9.4942,50.8122,79.48,69,4,26.89
370,Kuito,AO,2021-08-04 00:44:25,-12.3833,16.9333,53.28,42,2,2.21
371,Mahuva,IN,2021-08-04 00:40:25,21.0914,71.7622,81.03,83,100,14.81
372,Kupang,ID,2021-08-04 00:38:32,-10.1667,123.5833,82.98,61,20,9.22
373,Murray Bridge,AU,2021-08-04 00:44:25,-35.1167,139.2667,57.13,73,89,15.43
374,Bismarck,US,2021-08-04 00:42:38,46.8083,-100.7837,89.44,30,1,9.22
375,Rabat,MA,2021-08-04 00:42:14,33.9911,-6.8401,71.67,93,75,3.44
376,Jibuti,DJ,2021-08-04 00:40:48,11.5,42.5,89.02,53,0,6.22
377,Porto Novo,BJ,2021-08-04 00:41:48,6.4965,2.6036,78.62,88,95,6.29
378,Ngunguru,NZ,2021-08-04 00:36:01,-35.6167,174.5,62.17,54,30,6.17
379,Belmonte,BR,2021-08-04 00:44:26,-15.8631,-38.8828,70.3,81,11,8.86
380,Qui Nhon,VN,2021-08-04 00:44:27,13.7667,109.2333,85.23,67,100,14.99
381,Mehamn,NO,2021-08-04 00:37:35,71.0357,27.8492,46.13,84,100,17.45
382,Luau,AO,2021-08-04 00:44:27,-10.7073,22.2247,60.12,39,0,4.65
383,Pitmoaga,BF,2021-08-04 00:44:27,12.2397,-1.8767,80.22,81,12,10.33
384,Dingle,PH,2021-08-04 00:36:53,10.9995,122.6711,85.37,70,100,14.99
385,Garden City,US,2021-08-04 00:44:28,42.3256,-83.331,77.25,54,40,9.22
386,Puerto Ayacucho,VE,2021-08-04 00:44:28,5.6639,-67.6236,71.67,91,98,2.08
387,La Ronge,CA,2021-08-04 00:36:12,55.1001,-105.2842,71.82,64,90,1.14
388,Tessalit,ML,2021-08-04 00:37:23,20.1986,1.0114,86.72,43,12,15.28
389,Hamza,UZ,2021-08-04 00:44:29,40.4264,71.4956,76.95,36,1,2.13
390,Basse,DE,2021-08-04 00:44:29,52.5518,9.5069,63.25,80,75,2.3
391,Kropotkin,RU,2021-08-04 00:44:30,45.4375,40.5756,73.11,69,5,6.87
392,Ko Samui,TH,2021-08-04 00:44:30,9.5357,99.9357,82.67,77,100,20.54
393,Coos Bay,US,2021-08-04 00:44:30,43.3665,-124.2179,96.85,86,1,24.16
394,Allapalli,IN,2021-08-04 00:44:31,19.4167,80.0667,74.44,96,100,0.94
395,Itoman,JP,2021-08-04 00:44:31,26.1247,127.6694,86.02,79,75,18.41
396,Hamilton,US,2021-08-04 00:36:17,39.1834,-84.5333,77.09,59,1,6.91
397,San Vicente,AR,2021-08-04 00:44:32,-26.6167,-54.1333,47.43,71,57,3.13
398,Laguna,US,2021-08-04 00:36:55,38.421,-121.4238,107.44,15,1,3.0
399,Metro,ID,2021-08-04 00:44:32,-5.1131,105.3067,79.86,77,98,4.32
400,Bandar-E Lengeh,IR,2021-08-04 00:44:32,26.5579,54.8807,91.51,70,2,4.61
401,Kyaiklat,MM,2021-08-04 00:44:33,16.4333,95.7333,77.27,94,100,7.63
402,Grand Gaube,MU,2021-08-04 00:36:22,-20.0064,57.6608,70.2,74,5,3.0
403,Egvekinot,RU,2021-08-04 00:44:33,66.3167,-179.1667,45.27,99,100,4.16
404,Champasak,LA,2021-08-04 00:44:33,14.75,106.0,79.68,99,100,0.69
405,Marzuq,YE,2021-08-04 00:36:14,14.4,46.4667,79.59,61,31,5.91
406,Cidreira,BR,2021-08-04 00:35:58,-30.1811,-50.2056,57.74,86,100,5.7
407,Lamu,KE,2021-08-04 00:44:34,-2.2717,40.902,73.62,83,95,14.9
408,Ewa Beach,US,2021-08-04 00:37:56,21.3156,-158.0072,89.55,45,1,12.66
409,Champerico,GT,2021-08-04 00:41:47,14.3,-91.9167,83.35,88,100,14.34
410,Ler,SS,2021-08-04 00:44:35,8.3018,30.1418,69.58,83,99,3.22
411,Ambunti,PG,2021-08-04 00:44:35,-4.2365,142.8448,88.36,61,31,1.86
412,Scarborough,GB,2021-08-04 00:36:58,54.2797,-0.4044,58.53,86,89,1.01
413,Mazatlan,MX,2021-08-04 00:38:38,23.2167,-106.4167,85.01,83,90,1.01
414,Abu Samrah,SY,2021-08-04 00:36:24,35.3029,37.1841,81.07,39,0,6.8
415,Illapel,CL,2021-08-04 00:44:36,-31.6308,-71.1653,62.38,51,0,2.82
416,Manzhouli,CN,2021-08-04 00:44:36,49.6,117.4333,62.89,79,100,6.35
417,Abha,SA,2021-08-04 00:42:11,18.2164,42.5053,64.22,72,0,5.75
418,Olafsvik,IS,2021-08-04 00:34:56,64.8945,-23.7142,53.56,91,95,8.16
419,Ravar,IR,2021-08-04 00:44:37,31.2656,56.8055,81.57,15,100,1.79
420,Key West,US,2021-08-04 00:44:37,24.5557,-81.7826,89.6,62,90,5.75
421,Brecksville,US,2021-08-04 00:44:38,41.3198,-81.6268,76.55,60,6,6.11
422,Lahij,YE,2021-08-04 00:44:38,13.1667,44.5833,84.94,58,65,4.83
423,Port Shepstone,ZA,2021-08-04 00:44:38,-30.7414,30.455,62.92,56,0,4.18
424,Alice Springs,AU,2021-08-04 00:42:23,-23.7,133.8833,51.35,50,0,13.8
425,Araouane,ML,2021-08-04 00:44:39,18.9048,-3.5265,87.96,44,100,21.41
426,Ilulissat,GL,2021-08-04 00:36:59,69.2167,-51.1,48.22,81,40,4.61
427,Kannad,IN,2021-08-04 00:44:39,20.2667,75.1333,72.73,83,100,12.46
428,Menongue,AO,2021-08-04 00:41:31,-14.6585,17.691,51.75,40,5,4.29
429,Candijay,PH,2021-08-04 00:44:40,9.8182,124.4977,85.98,69,100,10.38
430,Gamba,GA,2021-08-04 00:37:06,-2.65,10.0,76.48,76,99,7.99
431,Ossora,RU,2021-08-04 00:39:42,59.2353,163.0719,50.52,67,98,4.61
432,Hongjiang,CN,2021-08-04 00:44:41,27.11,109.9956,84.43,71,7,3.98
433,Marktredwitz,DE,2021-08-04 00:44:41,50.005,12.0811,56.44,96,100,1.01
434,Murom,RU,2021-08-04 00:44:41,55.5656,42.0417,59.72,77,100,5.23
435,Havelock,US,2021-08-04 00:44:42,34.8791,-76.9013,73.35,95,100,5.01
436,Haines Junction,CA,2021-08-04 00:35:50,60.7522,-137.5108,69.75,43,96,2.3
437,Sisimiut,GL,2021-08-04 00:44:42,66.9395,-53.6735,49.15,86,56,4.45
438,Luanda,AO,2021-08-04 00:32:51,-8.8368,13.2343,71.6,88,75,8.05
439,Jiaojiang,CN,2021-08-04 00:44:43,28.6803,121.4428,79.0,89,98,8.61
440,Kapuskasing,CA,2021-08-04 00:44:43,49.4169,-82.4331,68.09,45,75,1.14
441,Davila,PH,2021-08-04 00:44:43,18.4726,120.5763,80.58,87,100,30.36
442,Bonavista,CA,2021-08-04 00:36:49,48.6499,-53.1147,64.4,80,31,19.17
443,Hobyo,SO,2021-08-04 00:44:44,5.3505,48.5268,77.13,78,74,21.25
444,Asyut,EG,2021-08-04 00:44:44,27.181,31.1837,87.98,18,0,2.73
445,Wuwei,CN,2021-08-04 00:44:45,37.9281,102.6414,76.48,25,32,6.73
446,Churapcha,RU,2021-08-04 00:44:45,62.0025,132.4325,76.6,31,2,5.82
447,Heihe,CN,2021-08-04 00:44:45,50.2441,127.4902,64.98,85,99,5.75
448,Akonolinga,CM,2021-08-04 00:44:46,3.7667,12.25,67.15,99,100,2.01
449,Barcelos,PT,2021-08-04 00:40:37,41.5388,-8.6151,67.84,94,98,0.96
450,Kutum,SD,2021-08-04 00:38:31,14.2,24.6667,71.53,75,25,10.25
451,Nemuro,JP,2021-08-04 00:44:46,43.3236,145.575,68.43,96,97,9.01
452,Yinchuan,CN,2021-08-04 00:44:47,38.4681,106.2731,77.79,39,93,11.61
453,Dombas,NO,2021-08-04 00:44:47,62.0696,9.1235,42.78,86,20,2.55
454,Codrington,AU,2021-08-04 00:36:36,-38.2667,141.9667,54.05,88,99,16.58
455,Sao Joao Da Barra,BR,2021-08-04 00:36:56,-21.6403,-41.0511,65.55,86,75,11.83
456,Poum,NC,2021-08-04 00:37:57,-20.2333,164.0167,73.11,63,3,14.0
457,Chabahar,IR,2021-08-04 00:40:51,25.2919,60.643,80.96,85,14,6.46
458,Constitucion,CL,2021-08-04 00:38:00,-35.3333,-72.4167,52.72,79,0,4.76
459,Tiznit,MA,2021-08-04 00:44:48,29.5833,-9.5,63.48,85,68,2.26
460,Greenlaw,GB,2021-08-04 00:44:49,55.7068,-2.4624,55.2,82,19,4.47
461,Japura,ID,2021-08-04 00:44:49,-0.3167,102.35,77.68,89,68,0.74
462,Imeni Poliny Osipenko,RU,2021-08-04 00:44:50,52.4201,136.4853,53.8,97,100,8.16
463,Guadalupe Y Calvo,MX,2021-08-04 00:44:50,26.1,-106.9667,57.49,93,87,5.32
464,Takoradi,GH,2021-08-04 00:33:16,4.8845,-1.7554,75.85,91,100,8.52
465,Aswan,EG,2021-08-04 00:35:55,24.0934,32.907,94.3,16,0,4.61
466,Darlawn,IN,2021-08-04 00:44:51,24.0167,92.9,70.54,96,35,1.45
467,Ust-Kuyga,RU,2021-08-04 00:44:51,70.0167,135.6,64.31,30,89,10.02
468,Cap Malheureux,MU,2021-08-04 00:37:22,-19.9842,57.6142,70.29,74,5,3.0
469,Lagos,NG,2021-08-04 00:44:52,6.5833,3.75,77.32,94,95,4.16
470,Komsomolskiy,UZ,2021-08-04 00:36:37,40.4272,71.7189,75.92,38,0,6.91
471,Ucluelet,CA,2021-08-04 00:44:52,48.9329,-125.5528,89.96,78,36,1.01
472,Rzhev,RU,2021-08-04 00:44:53,56.2624,34.3282,51.03,92,0,5.06
473,Taoudenni,ML,2021-08-04 00:32:29,22.6783,-3.9836,103.55,15,84,6.64
474,Buala,SB,2021-08-04 00:36:14,-8.145,159.5921,82.0,78,53,8.46
475,Alofi,NU,2021-08-04 00:35:52,-19.0595,-169.9187,75.09,64,40,17.9
476,Salalah,OM,2021-08-04 00:44:53,17.0151,54.0924,78.89,94,90,5.75
477,Vanimo,PG,2021-08-04 00:36:54,-2.6741,141.3028,85.32,67,25,6.51
478,Sembakung,ID,2021-08-04 00:44:54,3.8167,117.25,82.33,74,100,1.52
479,Kidal,ML,2021-08-04 00:44:54,18.4411,1.4078,88.02,43,98,14.34
480,Sorland,NO,2021-08-04 00:37:28,67.667,12.6934,52.09,85,100,12.8
481,Moscow,RU,2021-08-04 00:42:50,55.7522,37.6156,61.38,66,42,5.26
482,Gizo,SB,2021-08-04 00:35:35,-8.103,156.8419,81.79,77,29,9.4
483,Mount Isa,AU,2021-08-04 00:37:19,-20.7333,139.5,60.57,31,7,14.97
484,Pemba,MZ,2021-08-04 00:44:55,-12.974,40.5178,68.9,81,0,12.19
485,Yulara,AU,2021-08-04 00:36:48,-25.2406,130.9889,53.44,47,0,12.66
486,Pelym,RU,2021-08-04 00:44:56,61.0108,61.9978,60.12,79,88,4.14
487,Karwar,IN,2021-08-04 00:44:56,14.8,74.1333,77.52,87,85,13.11
488,Escanaba,US,2021-08-04 00:44:56,45.7453,-87.0646,72.95,83,35,3.69
489,Pontianak,ID,2021-08-04 00:42:52,-0.0333,109.3333,78.78,94,40,0.0
490,Bossangoa,CF,2021-08-04 00:44:57,6.4926,17.4552,68.5,97,84,3.38
491,Udankudi,IN,2021-08-04 00:44:57,8.4333,78.0167,79.56,69,100,6.13
492,Nome,US,2021-08-04 00:38:08,64.5011,-165.4064,75.16,76,40,8.05
493,Novikovo,RU,2021-08-04 00:44:58,51.1537,37.8879,59.88,84,6,3.83
494,Bengkulu,ID,2021-08-04 00:36:11,-3.8004,102.2655,76.98,89,100,4.43
495,Rio Gallegos,AR,2021-08-04 00:38:29,-51.6226,-69.2181,42.85,52,75,3.44
496,Bushehr,IR,2021-08-04 00:44:58,28.9684,50.8385,94.37,45,0,7.45
497,Hun,LY,2021-08-04 00:44:59,29.1268,15.9477,84.56,30,0,3.74
498,Elizabeth City,US,2021-08-04 00:42:49,36.2946,-76.2511,72.01,96,75,10.36
499,Keetmanshoop,NA,2021-08-04 00:44:59,-26.5833,18.1333,61.72,27,92,3.44
500,Gillette,US,2021-08-04 00:44:59,44.2911,-105.5022,78.03,48,75,20.0
501,Caucaia,BR,2021-08-04 00:43:12,-3.7361,-38.6531,80.55,78,75,14.97
502,Palm Coast,US,2021-08-04 00:44:28,29.585,-81.2078,78.01,75,100,1.99
503,Agadez,NE,2021-08-04 00:45:00,19.75,10.25,91.87,18,18,14.56
504,Meulaboh,ID,2021-08-04 00:36:35,4.1363,96.1285,76.35,87,100,3.76
505,Bangkalan,ID,2021-08-04 00:45:01,-7.0455,112.7351,78.75,77,2,3.6
506,Ouallam,NE,2021-08-04 00:45:02,14.3188,2.0866,89.96,45,42,12.26
507,Cayenne,GF,2021-08-04 00:36:47,4.9333,-52.3333,82.09,83,0,0.0
508,Kigoma,TZ,2021-08-04 00:45:03,-4.8769,29.6267,73.44,57,26,2.1
509,Hawkesbury,CA,2021-08-04 00:45:04,45.6001,-74.616,73.69,75,56,8.99
510,Dunedin,NZ,2021-08-04 00:45:04,-45.8742,170.5036,49.8,50,54,13.0
511,Mackenzie,CA,2021-08-04 00:45:04,55.2999,-123.1698,82.62,26,1,9.22
512,Abalak,RU,2021-08-04 00:45:05,58.1286,68.5944,56.68,93,0,3.96
513,Vershino-Darasunskiy,RU,2021-08-04 00:45:05,52.35,115.5167,58.14,94,100,2.26
514,Soldotna,US,2021-08-04 00:45:05,60.4878,-151.0583,65.95,77,1,14.97
515,Vimperk,CZ,2021-08-04 00:45:06,49.0586,13.7829,57.79,97,100,4.16
516,Bria,CF,2021-08-04 00:45:06,6.5423,21.9863,66.63,96,56,2.57
517,Vila Franca Do Campo,PT,2021-08-04 00:37:15,37.7167,-25.4333,72.01,91,19,3.62
518,Bayanday,RU,2021-08-04 00:45:07,53.0661,105.5139,66.85,58,95,4.65
519,Neiafu,TO,2021-08-04 00:45:07,-18.65,-173.9833,77.68,53,75,4.61
520,Jacqueville,CI,2021-08-04 00:45:07,5.2052,-4.4146,76.91,90,98,11.48
521,Na Wa,TH,2021-08-04 00:45:08,17.4897,104.1006,80.76,95,100,3.47
522,Sistranda,NO,2021-08-04 00:45:08,63.7256,8.834,50.9,68,68,3.83
523,Turukhansk,RU,2021-08-04 00:45:09,65.8167,87.9833,65.91,71,17,10.16
524,Lillesand,NO,2021-08-04 00:45:09,58.2488,8.3778,51.89,100,90,5.75
525,Smidovich,RU,2021-08-04 00:45:09,48.6,133.8167,70.68,91,100,6.71
526,Batemans Bay,AU,2021-08-04 00:37:27,-35.7167,150.1833,60.91,39,31,11.25
527,Banjar,ID,2021-08-04 00:35:31,-8.19,114.9675,80.46,74,13,1.59
528,Sohag,EG,2021-08-04 00:45:10,26.557,31.6948,84.49,19,6,2.93
529,Miri,MY,2021-08-04 00:36:19,4.4148,114.0089,82.54,83,20,5.75
530,Oktyabrskiy,RU,2021-08-04 00:45:10,54.4815,53.471,69.28,51,25,3.74
531,Udachnyy,RU,2021-08-04 00:36:34,66.4167,112.4,71.92,43,43,12.62
532,Micheweni,TZ,2021-08-04 00:45:11,-4.9667,39.8333,74.21,84,15,10.71
533,Bilma,NE,2021-08-04 00:38:04,18.6853,12.9164,92.97,31,3,10.27
534,Griffith,US,2021-08-04 00:45:11,41.5284,-87.4237,78.73,57,1,4.61
535,Camana,PE,2021-08-04 00:45:12,-16.6228,-72.7111,64.45,79,92,5.95
536,Petrozavodsk,RU,2021-08-04 00:45:12,61.7849,34.3469,53.06,87,100,13.42
537,Zheleznodorozhnyy,RU,2021-08-04 00:45:12,55.7503,38.0042,61.14,69,9,4.38
538,Damara,CF,2021-08-04 00:45:13,4.9608,18.7035,80.02,94,13,1.86
539,Maarianhamina,AX,2021-08-04 00:45:13,60.0973,19.9348,42.66,100,0,1.14
540,Marawi,PH,2021-08-04 00:45:13,7.9986,124.2928,75.65,60,78,6.51
541,Christchurch,NZ,2021-08-04 00:40:35,-43.5333,172.6333,53.33,61,10,1.99
542,Galich,RU,2021-08-04 00:45:14,58.3797,42.3475,54.63,92,6,4.56
543,Fairview,US,2021-08-04 00:42:44,40.8126,-73.999,74.43,56,20,0.0
544,Pangody,RU,2021-08-04 00:45:14,65.85,74.4859,59.52,78,100,8.81
545,Lata,PT,2021-08-04 00:37:09,40.1629,-8.3327,65.05,98,98,1.83
546,Turayf,SA,2021-08-04 00:45:15,31.6725,38.6637,77.25,27,0,9.22
547,Ancud,CL,2021-08-04 00:37:21,-41.8697,-73.8203,42.42,75,10,5.28
548,Coahuayana,MX,2021-08-04 00:38:24,18.7333,-103.6833,81.88,81,98,3.27
